游戏地址,游戏名字,评分,评论1,评论2,游戏类型
http://www.4399.com/flash/240848.htm,数字大师,5,操作手感很好，玩起来很顺畅。,游戏设计很精巧，细节处理得很好。,模拟经营类
http://www.4399.com/flash/240841.htm,不想玩啦,4,"游戏性一般,勉强可以消遣消遣。","玩起来还算流畅,但缺乏持续的吸引力。",体育类
http://www.4399.com/flash/240806.htm,三国华容道,4,"游戏基本可玩,但缺乏创意特色。","游戏总体还行,但仍有进步空间。",体育类
http://www.4399.com/flash/240720.htm,一笔成型,3,"操作体验良好,但缺乏丰富的内容。","游戏基本可玩,但缺乏创新亮点。",棋牌类
http://www.4399.com/flash/240176.htm,台球冲刺,5,游戏内容很丰富，玩法很多样。,每个关卡都很有挑战性。,搞笑类
http://www.4399.com/flash/240584.htm,火柴人双人迷宫,4,"游戏玩法尚可,但整体感觉有些平淡乏味。","画面较好,但玩法有些单调乏味。",搞笑类
http://www.4399.com/flash/239976.htm,围堵小偷,4,"这款游戏还算不错,值得一试。","游戏设计还算不错,但可以进一步优化完善。",体育类
http://www.4399.com/flash/240504.htm,画线大聪明,2,"游戏中bug大量存在,玩家体验极度糟糕。","游戏设计存在诸多问题,整体体验很差。",测试类
http://www.4399.com/flash/239767.htm,按键与跳跃,2,"游戏设计存在致命缺陷,体验极其糟糕。","真是大失望,这游戏根本配不上预期。",体育类
http://www.4399.com/flash/240406.htm,三合镇,4,"操作感还可以,不过内容有点缺乏。","还算有趣,但玩下去容易感到乏味。",搞笑类
http://www.4399.com/flash/239741.htm,蛞蝓吃蘑菇,4,"游戏性尚可,但不够精致和新鲜感。","画面较好,但玩法有些单调乏味。",益智类
http://www.4399.com/flash/239632.htm,木乃伊找身体2,3,"游戏难度适中,比较适合休闲玩家。","整体体验一般,适合消遣时光。",搞笑类
http://www.4399.com/flash/240370.htm,改善我的生活,1,"实在令人失望,完全没达到预期。","这游戏烂透了,根本不值得一玩。",搞笑类
http://www.4399.com/flash/240357.htm,规则怪怪谈,3,"视觉效果尚可,但玩法缺乏深度探索。","操作体验良好,但内容有待进一步丰富。",冒险类
http://www.4399.com/flash/240288.htm,整活大行家,3,"还算有趣,但玩久了会觉得乏味无聊。","整体表现一般,适合休闲娱乐。",休闲类
http://www.4399.com/flash/240269.htm,冰娃火娃之双人迷宫3,4,"操作体验良好,但缺乏丰富的内容。","还有些意思,但玩久了会感到乏味。",休闲类
http://www.4399.com/flash/239446.htm,超萌水果,1,"音乐和音效简直就是灾难,直接影响游戏乐趣。","操作体验非常糟糕,完全影响享受。",敏捷类
http://www.4399.com/flash/240229.htm,这波我很秀,5,游戏场景设计得非常精致。,操作简单，但需要动脑，很有趣。,动作类
http://www.4399.com/flash/240214.htm,救援投掷,4,"这款游戏还算不错,值得一试。","玩法简单,但游戏性不太够吸引人。",模拟经营类
http://www.4399.com/flash/239395.htm,机器人逃离回收站,3,"操作感还可以,不过内容有点缺乏。","操作体验良好,但游戏内容有待进一步丰富。",体育类
http://www.4399.com/flash/239219.htm,拯救懒惰的鱼,3,"视觉效果尚可,但玩法缺乏深度探索。","还算有趣,但玩久了会觉得乏味无聊。",敏捷类
http://www.4399.com/flash/239125.htm,超级水果武士,3,"玩起来还算流畅,但缺乏长期吸引力。","游戏基本可玩,但缺乏亮点或特色。",体育类
http://www.4399.com/flash/239118.htm,爆破弹珠,1,"这游戏烂透了,根本不值得一玩。","这游戏无聊透了,根本玩不下去。",棋牌类
http://www.4399.com/flash/239963.htm,老六动脑子呀,1,"画面粗糙,操作反馈也很糟糕。","操作反馈不够流畅,游戏体验一般。",测试类
http://www.4399.com/flash/238772.htm,掉落的水珠,5,游戏体验非常棒，五星好评！,操作很简单，但很有趣。,体育类
http://www.4399.com/flash/239851.htm,不响丸辣,2,"这游戏烂到家了,根本不值得一玩。","这游戏真的太烂了,我强烈不推荐。",棋牌类
http://www.4399.com/flash/239843.htm,非常调查局异兽,4,"游戏设计还算不错,但可以进一步优化完善。","游戏性尚可,但不够精致和创新。",测试类
http://www.4399.com/flash/238692.htm,风吹小球入桶,1,"游戏设计存在诸多问题,整体体验很差。","画面很一般,操作也不太流畅。",模拟经营类
http://www.4399.com/flash/238548.htm,列车接轨,2,"操作体验非常糟糕,完全影响享受。","关卡难度设置极不合理,玩家痛苦连连。",模拟经营类
http://www.4399.com/flash/238536.htm,机器人逃脱记,5,游戏操作非常顺滑，体验极佳。,操作手感非常好，值得推荐。,棋牌类
http://www.4399.com/flash/238500.htm,高尔夫球挑战,1,"游戏设计存在严重问题,整体体验极差。","操作体验很差,直接影响游戏乐趣。",体育类
http://www.4399.com/flash/238469.htm,不一样的2048,2,"这游戏实在是太糟糕了,根本玩不下去。","游戏设计存在诸多问题,整体体验很差。",综合类
http://www.4399.com/flash/238392.htm,扭螺丝钉,4,"整体表现一般,适合休闲消遣。","画面较为出色,但玩法有些单一缺乏新意。",测试类
http://www.4399.com/flash/238253.htm,高空飞腿,2,"关卡难度设置极不合理,玩家体验不佳。","音乐和音效简直就是灾难,直接影响游戏乐趣。",综合类
http://www.4399.com/flash/1382.htm,宠物连连看2.5版,5,每次玩都有不同的感受，很新鲜。,操作很简单，但很有趣。,敏捷类
http://www.4399.com/flash/12669.htm,果蔬连连看,3,"玩起来还算流畅,但缺乏持久吸引力。","视觉效果尚可,但玩法缺乏深度探索。",综合类
http://www.4399.com/flash/17801.htm,宠物连连看3.1,1,"游戏设计存在严重问题,整体体验极差。","游戏设计存在诸多问题,整体体验很差。",策略类
http://www.4399.com/flash/20660.htm,森林冰火人中文版,2,"关卡难度设置极不合理,玩家痛苦不堪。","实在令人失望,完全没达到预期。",休闲类
http://www.4399.com/flash/93551.htm,小鳄鱼爱洗澡中文版,1,"实在令人失望,这游戏毫无看点可言。","音乐和音效质量较差,影响游戏体验。",模拟经营类
http://www.4399.com/flash/113377.htm,森林冰火人4无敌版,2,"整体感觉很差劲,玩了没多久就不想再玩了。","总的来说这游戏很烂,完全浪费时间。",搞笑类
http://www.4399.com/flash/10393.htm,石头连连看,5,画质超高，玩起来很舒服。,操作简单，很容易上手。,综合类
http://www.4399.com/flash/79068.htm,高楼爆破3无敌版,2,"整体感觉很差劲,玩了没多久就不想再玩了。","关卡难度设置极不合理,玩家痛苦不堪。",测试类
http://www.4399.com/flash/853.htm,五子连珠,2,"游戏中存在太多bug,需要大幅修复。","音乐和音效质量较差,影响游戏体验。",体育类
http://www.4399.com/flash/17403.htm,青蛙祖玛,1,"关卡难度设置极不合理,玩家痛苦不堪。","总的来说这游戏很无聊,不太好玩。",儿童类
http://www.4399.com/flash/57474.htm,蝴蝶连连看,1,"音乐和音效简直就是灾难,直接影响游戏乐趣。","这游戏烂到家了,根本不值得一玩。",策略类
http://www.4399.com/flash/4781.htm,花花连连看,2,"游戏中bug大量存在,玩家体验极度糟糕。","操作体验非常糟糕,完全影响享受。",敏捷类
http://www.4399.com/flash/2231.htm,宠物连连看2.6,3,"整体表现一般,适合休闲娱乐打发时光。","总体感觉??般般,没有太多亮点。",体育类
http://www.4399.com/flash/54423.htm,4399打豆豆,4,"游戏基本可玩,但缺乏创新的亮点特色。","游戏玩法尚可,但整体感觉平淡无奇。",动作类
http://www.4399.com/flash/136516.htm,消灭星星豪华版,1,"这游戏烂透了,根本不值得一玩。","操作体验很差,直接影响游戏乐趣。",敏捷类
http://www.4399.com/flash/63033.htm,森林冰火人双人迷宫,2,"画面粗糙,操作反馈也很糟糕。","游戏中bug大量存在,玩家体验极度糟糕。",搞笑类
http://www.4399.com/flash/106202.htm,消灭星星中文版,1,"这游戏无聊透了,根本玩不下去。","这游戏无聊到极点,丝毫没有乐趣可言。",益智类
http://www.4399.com/flash/68259.htm,河马饲养员,2,"关卡难度设置极不合理,玩家痛苦不堪。","这游戏实在是太糟糕了,根本玩不下去。",测试类
http://www.4399.com/flash/62002.htm,疯狂过山车2,5,内容丰富，不会觉得无聊。,每个关卡都很有挑战性。,敏捷类
http://www.4399.com/flash/171900.htm,装载卡车5,1,"这游戏无聊到极点,丝毫没有乐趣可言。","操作体验差劲透了,根本玩不下去。",益智类
http://www.4399.com/flash/131178.htm,帮鸟儿解冻3,3,"游戏设计还算不错,但需要进一步完善。","视觉效果尚可,但玩法缺乏深度探索体验。",冒险类
http://www.4399.com/flash/100125.htm,装载卡车4,2,"关卡设计不够平衡,难度把握不当。","真是大失望,这游戏根本配不上预期。",策略类
http://www.4399.com/flash/106933.htm,坏蛋冰淇淋2无敌版,3,"游戏基本可玩,但缺乏创意特色。","游戏基本可玩,但缺乏创新的亮点。",模拟经营类
http://www.4399.com/flash/10919.htm,宠物连连看3.0版,5,游戏更新速度快，保持新鲜感。,操作很简单，但很有趣。,敏捷类
http://www.4399.com/flash/147327.htm,亚当找夏娃3,4,"画面较为出色,但玩法有些单一缺乏变化。","整体表现一般,适合休闲消遣。",综合类
http://www.4399.com/flash/71760.htm,小婴儿逃出系列3,2,"操作体验简直糟糕透了,根本玩不下去。","操作体验非常糟糕,完全影响享受。",敏捷类
http://www.4399.com/flash/37529.htm,小火车过隧道无敌版,2,"游戏中bug实在是太多了,需要彻底重做。","这游戏无聊透了,我完全不推荐。",策略类
http://www.4399.com/flash/156918.htm,酷小孩回家4,5,挑战性很强，每关都很有趣。,画质很好，游戏体验很棒。,儿童类
http://www.4399.com/flash/50350.htm,唤醒嗜睡的小人,1,"游戏中bug太多了,根本无法流畅游玩。","画面粗糙,操作反馈也很糟糕。",模拟经营类
http://www.4399.com/flash/92102.htm,连连看3.1原版,3,"游戏性尚可,但不够精致和创新。","玩起来还算流畅,但缺乏长期吸引力。",搞笑类
http://www.4399.com/flash/96689.htm,愤怒的小鸟太空版HD,4,"整体表现一般,适合休闲娱乐打发时光。","画面较为出色,但玩法有些单一缺乏变化。",休闲类
http://www.4399.com/flash/4782.htm,汽车标志连连看,1,"关卡难度设置极不合理,玩家体验不佳。","游戏设计存在一些问题,整体体验一般。",策略类
http://www.4399.com/flash/103266.htm,炮兵突击,4,"这款游戏还算不错,值得一试。","游戏设计不错,但内容有待进一步丰富。",动作类
http://www.4399.com/flash/130836.htm,消你妹,2,"实在令人失望,完全没达到预期。","关卡设计不够平衡,难度把握不当。",测试类
http://www.4399.com/flash/41285.htm,朵拉的迷你高尔夫,1,"操作反馈不够流畅,游戏体验一般。","操作体验非常糟糕,完全影响享受。",动作类
http://www.4399.com/flash/128302.htm,消灭星星3电脑版,2,"非常失望,完全没达到我的预期要求。","总的来说这游戏很烂,完全浪费时间。",敏捷类
http://www.4399.com/flash/57317.htm,激光炮轰小怪2,2,"整体感觉很差劲,玩了没多久就不想再玩了。","游戏设计存在一些问题,整体体验一般。",棋牌类
http://www.4399.com/flash/89614.htm,托马斯过河,1,"游戏设计存在严重问题,整体体验极差。","音乐和音效简直就是灾难,直接影响游戏体验。",敏捷类
http://www.4399.com/flash/88882.htm,海绵宝宝3D大富翁2,3,"视觉效果尚可,但玩法缺乏深度探索价值。","整体表现一般,适合休闲娱乐。",儿童类
http://www.4399.com/flash/80211.htm,中国熊猫2无敌版,4,"游戏性尚可,但不够精致和创新。","操作体验良好,但内容有待进一步丰富。",体育类
http://www.4399.com/flash/21223.htm,小球进洞,5,画质超高，玩起来很舒服。,操作手感非常好，值得推荐。,策略类
http://www.4399.com/flash/152489.htm,史上最贱小游戏之体育,3,"游戏玩法尚可,但整体感觉平淡无奇。","游戏基本可玩,但缺乏创新亮点。",冒险类
http://www.4399.com/flash/79452.htm,森林冰火人3,2,"这游戏烂透了,根本不值得一玩。","游戏设计存在一些问题,整体体验一般。",棋牌类
http://www.4399.com/flash/34726.htm,4399水果连连看,2,"画面粗糙,操作反馈也很糟糕。","游戏中bug实在是太多了,需要彻底重做。",体育类
http://www.4399.com/flash/65959.htm,高楼爆破无敌版,3,"游戏设计还算不错,但需要更多创新。","游戏玩法尚可,但整体感觉平淡无奇。",测试类
http://www.4399.com/flash/66922.htm,亚当找夏娃中文版,2,"关卡难度设置极不合理,玩家体验不佳。","画面粗糙,操作反馈也很糟糕。",益智类
http://www.4399.com/flash/47634.htm,让子弹飞,4,"整体表现一般,适合休闲娱乐。","游戏性尚可,但不够精致和吸引人的地方。",测试类
http://www.4399.com/flash/122189.htm,史上最贱小游戏3,1,"游戏设计存在严重问题,整体体验极差。","这游戏无聊透了,根本玩不下去。",综合类
http://www.4399.com/flash/92108.htm,连连看原版,5,任务系统很完善，玩起来很有动力。,强烈推荐给朋友们一起玩！,策略类
http://www.4399.com/flash/50306.htm,奇妙水世界,3,"画面较好,但玩法有些单调乏味。","游戏性一般,勉强可以消遣消遣。",体育类
http://www.4399.com/flash/80972.htm,宠物连连看经典版2,3,"整体体验一般,适合消遣时光。","游戏设计还算不错,但需要进一步完善。",益智类
http://www.4399.com/flash/143168.htm,手纸没有了,5,操作简单，但需要动脑，很有趣。,内容丰富，不会觉得无聊。,动作类
http://www.4399.com/flash/24571.htm,宠物连连看3.1无敌版,5,音乐和音效都很棒，沉浸感强。,每个关卡都很有挑战性。,休闲类
http://www.4399.com/flash/73311.htm,破蛋专家,4,"玩起来还算流畅,但缺乏持续吸引力。","这款游戏还算不错,值得一试。",体育类
http://www.4399.com/flash/138976.htm,盗金父子,1,"这游戏烂到家了,根本不值得一玩。","这游戏真是很烂,一点都不好玩。",综合类
http://www.4399.com/flash/92953.htm,逗小猴开心7,5,操作手感非常好，值得推荐。,剧情设计很精彩，玩起来像看电影。,敏捷类
http://www.4399.com/flash/69774.htm,高楼爆破2无敌版,2,"游戏设计存在致命缺陷,体验很差。","音乐和音效质量较差,影响游戏体验。",冒险类
http://www.4399.com/flash/30543.htm,小婴儿逃出系列1,5,操作简单，但需要动脑，很有趣。,玩法多样，永远不会觉得无聊。,儿童类
http://www.4399.com/flash/132546.htm,亚当找夏娃2,2,"游戏中bug太多了,根本无法顺利游玩。","游戏设计存在致命缺陷,体验极其糟糕。",测试类
http://www.4399.com/flash/106849.htm,坏蛋冰淇淋2,2,"这游戏无聊透了,根本玩不下去。","游戏设计存在致命缺陷,体验很差。",冒险类
http://www.4399.com/flash/42075.htm,光头小子找出口,4,"画面较为出色,但玩法有些单一乏味。","玩起来还算流畅,但缺乏持久吸引力。",敏捷类
http://www.4399.com/flash/86544.htm,鸡蛋大逃亡2,1,"画面粗糙,操作反馈也很糟糕。","这游戏实在是太糟糕了,根本玩不下去。",儿童类
http://www.4399.com/flash/63828.htm,红球与绿球,3,"这款游戏还算不错,值得一试。","画面较为出色,但玩法有些单一枯燥。",敏捷类
http://www.4399.com/flash/16395.htm,小婴儿逃出系列2,1,"游戏设计存在一些问题,整体体验一般。","关卡难度设置极不合理,玩家痛苦不堪。",休闲类
http://www.4399.com/flash/97275.htm,3D旋转麻将连连看,5,游戏设计很精巧，细节处理得很好。,游戏操作非常顺滑，体验极佳。,体育类
http://www.4399.com/flash/41483.htm,装载卡车,2,"游戏设计存在诸多问题,整体体验很差。","画面粗糙,操作反馈也很糟糕。",棋牌类
http://www.4399.com/flash/73122.htm,装载卡车3,2,"音乐和音效简直就是灾难,直接影响游戏乐趣。","操作反馈不够流畅,游戏体验一般。",动作类
http://www.4399.com/flash/27265.htm,火柴人逃脱记,1,"操作反馈不够流畅,游戏体验一般。","操作体验很差,直接影响游戏乐趣。",测试类
http://www.4399.com/flash/158011.htm,小汽车的英雄梦,2,"关卡难度设置极不合理,玩家痛苦不堪。","游戏设计存在致命缺陷,体验极其糟糕。",敏捷类
http://www.4399.com/flash/102581.htm,帮鸟儿解冻,4,"画面较为出色,但玩法有些单一乏味。","游戏基本可玩,但缺乏亮点或特色。",棋牌类
http://www.4399.com/flash/146052.htm,麻将消除高手,4,"游戏设计还算不错,但可以进一步优化完善。","整体一般般,没有太多亮点可言。",搞笑类
http://www.4399.com/flash/33249.htm,帮小狗取手绢,4,"还算过得去,不过没有太多特色。","还算有趣,但玩久了会感到乏味无聊。",动作类
http://www.4399.com/flash/78828.htm,益智乐高2中文版,4,"游戏性尚可,但不够精致和吸引人的地方。","游戏性一般,勉强可以消遣消遣。",综合类
http://www.4399.com/flash/8670.htm,宠物连连看特别版,4,"视觉效果尚可,但玩法缺乏深度探索价值。","操作体验良好,但缺乏丰富的内容。",冒险类
http://www.4399.com/flash/56745.htm,动画师和动画,3,"游戏基本可玩,但缺乏创新的亮点特色。","游戏基本可玩,但缺乏创新的亮点。",搞笑类
http://www.4399.com/flash/35965.htm,直升机打气球,4,"游戏设计不错,但内容有待进一步丰富。","游戏基本可玩,但缺乏创新的亮点特色。",综合类
http://www.4399.com/flash/46428.htm,空姐阿Sue,2,"操作体验非常糟糕,完全影响享受。","音乐和音效简直就是灾难,直接影响游戏乐趣。",棋牌类
http://www.4399.com/flash/50909.htm,植物战僵尸3D连连看,4,"整体表现一般,适合休闲娱乐打发时光。","游戏总体还行,但仍有进步空间。",休闲类
http://www.4399.com/flash/128952.htm,坏蛋冰淇淋3,5,奖励系统丰富，很有动力玩下去。,游戏设计的细节非常到位。,冒险类
http://www.4399.com/flash/113790.htm,找你妹正式版,4,"游戏性尚可,但不够精致和吸引人的地方。","总体感觉??般般,没有太多亮点。",棋牌类
http://www.4399.com/flash/201721.htm,圆球情侣,4,"总体感觉一般般,没有太多亮点可圈可点。","视觉效果尚可,但玩法缺乏深度探索。",搞笑类
http://www.4399.com/flash/123789.htm,恐龙觅食,4,"总体感觉一般般,没有太多亮点可圈可点。","操作感还可以,不过内容有点缺乏。",综合类
http://www.4399.com/flash/157666.htm,史上最贱小游戏13,5,每次更新都有新的玩法，很有趣。,每次更新都有新内容，很期待。,体育类
http://www.4399.com/flash/152162.htm,盗金父子2,4,"游戏玩法尚可,但整体感觉平淡无奇。","游戏基本可玩,但缺乏创新的亮点特色。",冒险类
http://www.4399.com/flash/1287.htm,新麻雀连连看,4,"视觉效果尚可,但玩法缺乏深度探索体验。","还算过得去,不过没有太多特色。",益智类
http://www.4399.com/flash/1244.htm,红孩儿连连看,3,"游戏基本可玩,但缺乏创意特色。","游戏设计还算不错,但可以进一步优化完善。",测试类
http://www.4399.com/flash/48349.htm,爱吃水果的虫子,3,"游戏基本可玩,但缺乏创意特色。","视觉效果尚可,但玩法缺乏深度探索体验。",体育类
http://www.4399.com/flash/53510.htm,红楼梦连连看,3,"游戏性一般,勉强可以消遣消遣。","游戏性尚可,但不够精致和吸引人。",测试类
http://www.4399.com/flash/104723.htm,搞怪碰碰球,3,"整体表现一般,适合休闲娱乐打发时间。","操作体验良好,但缺乏特色内容。",搞笑类
http://www.4399.com/flash/776.htm,宠物连连看,4,"整体表现一般,适合休闲娱乐。","游戏基本可玩,但缺乏创意特色。",测试类
http://www.4399.com/flash/117146.htm,火柴人智闯飞艇,5,每个关卡都很有挑战性。,每次玩都有不同的感受，很新鲜。,体育类
http://www.4399.com/flash/8954.htm,阿sue家做客,2,"游戏中存在太多bug,需要大幅修复。","这游戏无聊到极点,丝毫没有乐趣可言。",综合类
http://www.4399.com/flash/142569.htm,一把火,1,"太让人失望了,这游戏根本不值一玩。","关卡难度设置极不合理,玩家痛苦不堪。",棋牌类
http://www.4399.com/flash/91402.htm,保护橙子增强版3,1,"真是大失望,这游戏根本配不上预期。","音乐和音效质量较差,影响游戏体验。",测试类
http://www.4399.com/flash/166563.htm,盗金父子3,3,"玩起来还算流畅,但缺乏长期吸引力。","游戏基本可玩,但缺乏创新亮点。",动作类
http://www.4399.com/flash/143093.htm,果蔬连连看HD,5,画风很治愈，玩起来很放松。,每次更新都有新的玩法，很有趣。,冒险类
http://www.4399.com/flash/62725.htm,蜗牛鲍勃2中文版,1,"总的来说这游戏很烂,完全浪费时间。","太让人失望了,这游戏根本不值一玩。",敏捷类
http://www.4399.com/flash/123611.htm,小汽车的爱情梦,2,"游戏中bug太多了,根本无法流畅游玩。","总的来说这游戏很无聊,不太好玩。",策略类
http://www.4399.com/flash/151340.htm,熊猫逃生记之日本,4,"画面较为出色,但玩法有些单一缺乏变化。","总体感觉一般般,不太吸引我。",测试类
http://www.4399.com/flash/239517.htm,拆家整蛊猫,1,"操作体验很差,直接影响游戏乐趣。","游戏中存在太多bug,需要大幅修复。",策略类
http://www.4399.com/flash/238105.htm,滑溜的送信鱼,3,"操作体验良好,但缺乏丰富的内容。","游戏难度适中,比较适合休闲玩家。",动作类
http://www.4399.com/flash/239255.htm,3D俄罗斯方块消除,5,每次玩都能发现新的惊喜。,每次玩都有不同的体验，很有趣。,体育类
http://www.4399.com/flash/239245.htm,聪明的苹果蛇,1,"这游戏无聊到极点,丝毫没有乐趣可言。","游戏设计存在致命缺陷,体验很差。",模拟经营类
http://www.4399.com/flash/239220.htm,方块世界大营救3,2,"游戏中bug太多了,根本无法顺利游玩。","游戏设计存在诸多问题,整体体验很差。",综合类
http://www.4399.com/flash/239216.htm,小土豆勇闯东北,3,"视觉效果尚可,但玩法缺乏深度探索价值。","游戏设计还算不错,但可以进一步优化完善。",测试类
http://www.4399.com/flash/239156.htm,怪谈研究所,4,"整体表现一般,适合休闲娱乐打发时间。","还有些意思,但玩久了会感到乏味。",搞笑类
http://www.4399.com/flash/239115.htm,隐秘的档案3,5,游戏内容很丰富，不会觉得无聊。,每次玩都有不同的感受，很新鲜。,体育类
http://www.4399.com/flash/239113.htm,玩梗大师,4,"还有些意思,但玩久了会感到乏味。","玩起来还算流畅,但缺乏持久吸引力。",冒险类
http://www.4399.com/flash/239109.htm,隐秘的档案2,1,"游戏中bug太多了,根本无法流畅游玩。","音乐和音效简直就是灾难,直接影响游戏乐趣。",模拟经营类
http://www.4399.com/flash/239055.htm,拼你妹,5,新手引导非常详细，容易上手。,剧情设计很精彩，玩起来像看电影。,动作类
http://www.4399.com/flash/239042.htm,解压猫咪,1,"这游戏无聊到极点,丝毫没有乐趣可言。","关卡难度设置极不合理,玩家痛苦不堪。",测试类
http://www.4399.com/flash/237992.htm,堆叠大师,1,"总的来说这游戏很无聊,不太好玩。","这游戏真的太烂了,我强烈不推荐。",益智类
http://www.4399.com/flash/237865.htm,松动的扳手,2,"游戏中bug大量存在,玩家体验极度糟糕。","游戏中存在太多bug,需要大幅修复。",搞笑类
http://www.4399.com/flash/238988.htm,整个活吧,1,"游戏中存在太多bug,需要大幅修复。","这游戏无聊透了,我完全不推荐。",策略类
http://www.4399.com/flash/238986.htm,冰娃火娃之双人迷宫2,5,游戏体验非常棒，五星好评！,游戏节奏很好，不会觉得拖沓。,益智类
http://www.4399.com/flash/238925.htm,梦之旅4,4,"视觉效果尚可,但缺乏深度玩法。","还算有趣,但玩久了会感到乏味无聊。",搞笑类
http://www.4399.com/flash/238918.htm,沙雕出击,2,"实在令人失望,这游戏毫无看点可言。","画面粗糙,操作反馈也很糟糕。",搞笑类
http://www.4399.com/flash/238909.htm,还能这么聊,1,"游戏设计存在致命缺陷,体验极其糟糕。","画面粗糙,操作反馈也很糟糕。",冒险类
http://www.4399.com/flash/237790.htm,碎了个鸡蛋,1,"游戏中存在太多bug,需要大幅修复。","操作反馈不够流畅,游戏体验一般。",模拟经营类
http://www.4399.com/flash/238750.htm,小小衣橱,2,"这游戏烂透了,根本不值得一玩。","游戏设计存在一些问题,整体体验一般。",综合类
http://www.4399.com/flash/238643.htm,疯狂吞噬,2,"游戏设计存在一些问题,整体体验一般。","这游戏无聊到极点,丝毫没有乐趣可言。",搞笑类
http://www.4399.com/flash/238617.htm,炫彩果冻2048,4,"整体表现一般,适合休闲娱乐打发时间。","游戏基本可玩,但缺乏创新的亮点。",测试类
http://www.4399.com/flash/238554.htm,秃然的沙雕,1,"游戏中bug太多了,根本无法流畅游玩。","关卡难度设置极不合理,玩家痛苦连连。",体育类
http://www.4399.com/flash/238527.htm,贪吃鱼进化,5,界面设计很漂亮，游戏性很强。,挑战性很强，每关都很有趣。,冒险类
http://www.4399.com/flash/237382.htm,勇闯数字迷宫,5,游戏内容很丰富，玩法很多样。,画面风格很独特，游戏体验非常棒。,动作类
http://www.4399.com/flash/238403.htm,立体方块解谜,2,"游戏设计存在诸多问题,整体体验很差。","音乐和音效简直就是灾难,直接影响游戏乐趣。",搞笑类
http://www.4399.com/flash/238398.htm,方块消成语,5,游戏中的隐藏内容很多，探索很有趣。,操作手感很好，玩起来很顺畅。,模拟经营类
http://www.4399.com/flash/238331.htm,全民剧本大师,3,"整体一般般,没有太多亮点可言。","整体表现一般,适合休闲娱乐打发时间。",综合类
